,test_condition,accuracy,source,concept
1010,test_seen_obj_seen_act,1.0,Chain of Thought 0,straddle++motorcycle
1011,test_seen_obj_seen_act,1.0,Chain of Thought 0,straddle++motorcycle
1012,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,swing++tennis_racket
1013,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,swing++tennis_racket
1014,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,swing++tennis_racket
1015,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,swing++tennis_racket
1016,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,swing++tennis_racket
1017,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,swing++tennis_racket
1018,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,swing++tennis_racket
1019,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,swing++tennis_racket
1020,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,swing++tennis_racket
1021,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,swing++tennis_racket
1022,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,throw++frisbee
1023,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,throw++frisbee
1024,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,throw++frisbee
1025,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,throw++frisbee
1026,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,throw++frisbee
1027,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,throw++frisbee
1028,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,throw++frisbee
1029,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,throw++frisbee
1030,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,throw++frisbee
1031,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,throw++frisbee
1032,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1033,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1034,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1035,test_seen_obj_unseen_act,0.0,Chain of Thought 0,toast++wine_glass
1036,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1037,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1038,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1039,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1040,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1041,test_seen_obj_unseen_act,1.0,Chain of Thought 0,toast++wine_glass
1042,test_seen_obj_unseen_act,1.0,Chain of Thought 0,train++dog
1043,test_seen_obj_unseen_act,0.0,Chain of Thought 0,train++dog
1044,test_seen_obj_unseen_act,1.0,Chain of Thought 0,train++dog
1045,test_seen_obj_unseen_act,1.0,Chain of Thought 0,train++dog
1046,test_seen_obj_unseen_act,1.0,Chain of Thought 0,train++dog
1047,test_seen_obj_unseen_act,1.0,Chain of Thought 0,train++dog
1048,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1049,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1050,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1051,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1052,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1053,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1054,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1055,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1056,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1057,test_seen_obj_unseen_act,1.0,Chain of Thought 0,turn++motorcycle
1058,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1059,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1060,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1061,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1062,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1063,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1064,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1065,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1066,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1067,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++keyboard
1068,test_seen_obj_seen_act,0.0,Chain of Thought 0,type_on++laptop
1069,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++laptop
1070,test_seen_obj_seen_act,0.0,Chain of Thought 0,type_on++laptop
1071,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++laptop
1072,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++laptop
1073,test_seen_obj_seen_act,0.0,Chain of Thought 0,type_on++laptop
1074,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++laptop
1075,test_seen_obj_seen_act,0.0,Chain of Thought 0,type_on++laptop
1076,test_seen_obj_seen_act,1.0,Chain of Thought 0,type_on++laptop
1077,test_seen_obj_seen_act,0.0,Chain of Thought 0,type_on++laptop
1078,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,use++mouse
1079,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,use++mouse
1080,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,use++mouse
1081,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,use++mouse
1082,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,use++mouse
1083,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,use++mouse
1084,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,use++mouse
1085,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,use++mouse
1086,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,use++mouse
1087,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,use++mouse
1088,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++bicycle
1089,test_seen_obj_seen_act,0.0,Chain of Thought 0,walk++bicycle
1090,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++bicycle
1091,test_seen_obj_seen_act,0.0,Chain of Thought 0,walk++bicycle
1092,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++cow
1093,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++cow
1094,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1095,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1096,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1097,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1098,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1099,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1100,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1101,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1102,test_seen_obj_seen_act,1.0,Chain of Thought 0,walk++dog
1103,test_seen_obj_seen_act,0.0,Chain of Thought 0,walk++dog
1104,test_unseen_obj_seen_act,1.0,Chain of Thought 0,wash++apple
1105,test_unseen_obj_seen_act,1.0,Chain of Thought 0,wash++apple
1106,test_unseen_obj_seen_act,1.0,Chain of Thought 0,wash++apple
1107,test_unseen_obj_seen_act,1.0,Chain of Thought 0,wash++apple
1108,test_unseen_obj_seen_act,1.0,Chain of Thought 0,wash++apple
1109,test_unseen_obj_seen_act,1.0,Chain of Thought 0,wash++apple
1110,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++bicycle
1111,test_seen_obj_seen_act,0.0,Chain of Thought 0,wash++bicycle
1112,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++car
1113,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++car
1114,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++car
1115,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++car
1116,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++dog
1117,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++dog
1118,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++dog
1119,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++dog
1120,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++motorcycle
1121,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++motorcycle
1122,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++motorcycle
1123,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++motorcycle
1124,test_seen_obj_seen_act,0.0,Chain of Thought 0,wash++motorcycle
1125,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++motorcycle
1126,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++motorcycle
1127,test_seen_obj_seen_act,0.0,Chain of Thought 0,wash++motorcycle
1128,test_seen_obj_seen_act,0.0,Chain of Thought 0,wash++motorcycle
1129,test_seen_obj_seen_act,1.0,Chain of Thought 0,wash++motorcycle
1130,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1131,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1132,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1133,test_seen_obj_seen_act,0.0,Chain of Thought 0,watch++tv
1134,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1135,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1136,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1137,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1138,test_seen_obj_seen_act,1.0,Chain of Thought 0,watch++tv
1139,test_seen_obj_seen_act,0.0,Chain of Thought 0,watch++tv
1140,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1141,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1142,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1143,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,wear++tie
1144,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1145,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1146,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1147,test_unseen_obj_unseen_act,0.0,Chain of Thought 0,wear++tie
1148,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1149,test_unseen_obj_unseen_act,1.0,Chain of Thought 0,wear++tie
1150,test_seen_obj_unseen_act,0.0,Chain of Thought 0,wield++knife
1151,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1152,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1153,test_unseen_obj_unseen_act,0.0,Chain of Thought 1,adjust_or_tie++tie
1154,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1155,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1156,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1157,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1158,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1159,test_unseen_obj_unseen_act,0.0,Chain of Thought 1,adjust_or_tie++tie
1160,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,adjust_or_tie++tie
1161,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1162,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1163,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1164,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1165,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1166,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1167,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1168,test_seen_obj_unseen_act,1.0,Chain of Thought 1,block++sports_ball
1169,test_seen_obj_seen_act,1.0,Chain of Thought 1,blow++cake
1170,test_seen_obj_seen_act,0.0,Chain of Thought 1,blow++cake
1171,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++handbag
1172,test_unseen_obj_seen_act,0.0,Chain of Thought 1,carry++handbag
1173,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++handbag
1174,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++handbag
1175,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++handbag
1176,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++handbag
1177,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++handbag
1178,test_unseen_obj_seen_act,0.0,Chain of Thought 1,carry++handbag
1179,test_unseen_obj_seen_act,0.0,Chain of Thought 1,carry++handbag
1180,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++handbag
1181,test_seen_obj_seen_act,1.0,Chain of Thought 1,carry++snowboard
1182,test_seen_obj_seen_act,1.0,Chain of Thought 1,carry++snowboard
1183,test_seen_obj_seen_act,1.0,Chain of Thought 1,carry++suitcase
1184,test_seen_obj_seen_act,1.0,Chain of Thought 1,carry++suitcase
1185,test_seen_obj_seen_act,0.0,Chain of Thought 1,carry++suitcase
1186,test_seen_obj_seen_act,0.0,Chain of Thought 1,carry++suitcase
1187,test_seen_obj_seen_act,1.0,Chain of Thought 1,carry++suitcase
1188,test_seen_obj_seen_act,0.0,Chain of Thought 1,carry++suitcase
1189,test_seen_obj_seen_act,0.0,Chain of Thought 1,carry++suitcase
1190,test_seen_obj_seen_act,1.0,Chain of Thought 1,carry++suitcase
1191,test_seen_obj_seen_act,1.0,Chain of Thought 1,carry++suitcase
1192,test_seen_obj_seen_act,0.0,Chain of Thought 1,carry++suitcase
1193,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1194,test_unseen_obj_seen_act,0.0,Chain of Thought 1,carry++surfboard
1195,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1196,test_unseen_obj_seen_act,0.0,Chain of Thought 1,carry++surfboard
1197,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1198,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1199,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1200,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1201,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1202,test_unseen_obj_seen_act,1.0,Chain of Thought 1,carry++surfboard
1203,test_unseen_obj_seen_act,1.0,Chain of Thought 1,catch++frisbee
1204,test_unseen_obj_seen_act,1.0,Chain of Thought 1,catch++frisbee
1205,test_unseen_obj_seen_act,1.0,Chain of Thought 1,catch++frisbee
1206,test_unseen_obj_seen_act,0.0,Chain of Thought 1,catch++frisbee
1207,test_unseen_obj_seen_act,1.0,Chain of Thought 1,catch++frisbee
1208,test_unseen_obj_seen_act,0.0,Chain of Thought 1,catch++frisbee
1209,test_unseen_obj_seen_act,0.0,Chain of Thought 1,catch++frisbee
1210,test_unseen_obj_seen_act,0.0,Chain of Thought 1,catch++frisbee
1211,test_unseen_obj_seen_act,0.0,Chain of Thought 1,catch++frisbee
1212,test_unseen_obj_seen_act,0.0,Chain of Thought 1,catch++frisbee
1213,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1214,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1215,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1216,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1217,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1218,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1219,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1220,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1221,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1222,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1223,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1224,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1225,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1226,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1227,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1228,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1229,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1230,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1231,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1232,test_seen_obj_seen_act,0.0,Chain of Thought 1,clean++toilet
1233,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1234,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1235,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1236,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1237,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1238,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1239,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1240,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1241,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1242,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1243,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1244,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1245,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1246,test_seen_obj_seen_act,0.0,Chain of Thought 1,control++tv
1247,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1248,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1249,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1250,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1251,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1252,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1253,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1254,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut++cake
1255,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1256,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1257,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1258,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1259,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1260,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut_with++knife
1261,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut_with++knife
1262,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1263,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut_with++knife
1264,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1265,test_unseen_obj_seen_act,0.0,Chain of Thought 1,cut_with++scissors
1266,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1267,test_unseen_obj_seen_act,0.0,Chain of Thought 1,cut_with++scissors
1268,test_unseen_obj_seen_act,0.0,Chain of Thought 1,cut_with++scissors
1269,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1270,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1271,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1272,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1273,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1274,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1275,test_seen_obj_seen_act,1.0,Chain of Thought 1,drag++suitcase
1276,test_seen_obj_seen_act,0.0,Chain of Thought 1,drag++suitcase
1277,test_seen_obj_seen_act,1.0,Chain of Thought 1,drag++suitcase
1278,test_seen_obj_seen_act,1.0,Chain of Thought 1,drag++suitcase
1279,test_seen_obj_seen_act,1.0,Chain of Thought 1,dribble++sports_ball
1280,test_seen_obj_seen_act,0.0,Chain of Thought 1,dribble++sports_ball
1281,test_seen_obj_seen_act,1.0,Chain of Thought 1,dribble++sports_ball
1282,test_seen_obj_seen_act,0.0,Chain of Thought 1,dribble++sports_ball
1283,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++bottle
1284,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++bottle
1285,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1286,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1287,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1288,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1289,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1290,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1291,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1292,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1293,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1294,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1295,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++boat
1296,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++boat
1297,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1298,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1299,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1300,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1301,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1302,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1303,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1304,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1305,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1306,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1307,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1308,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1309,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1310,test_unseen_obj_seen_act,0.0,Chain of Thought 1,eat++apple
1311,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1312,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1313,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1314,test_unseen_obj_seen_act,0.0,Chain of Thought 1,eat++apple
1315,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1316,test_unseen_obj_seen_act,0.0,Chain of Thought 1,eat++apple
1317,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1318,test_unseen_obj_seen_act,0.0,Chain of Thought 1,eat++apple
1319,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1320,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++banana
1321,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1322,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1323,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1324,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1325,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1326,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++banana
1327,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1328,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++banana
1329,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++donut
1330,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++donut
1331,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++donut
1332,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++donut
1333,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++donut
1334,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++donut
1335,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++hot_dog
1336,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++hot_dog
1337,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++hot_dog
1338,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++hot_dog
1339,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++orange
1340,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++orange
1341,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++sandwich
1342,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++sandwich
1343,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++sandwich
1344,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++sandwich
1345,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1346,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1347,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1348,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1349,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1350,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1351,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1352,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1353,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1354,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1355,test_seen_obj_seen_act,0.0,Chain of Thought 1,feed++bird
1356,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++bird
1357,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++bird
1358,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++bird
1359,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++elephant
1360,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++elephant
1361,test_unseen_obj_seen_act,1.0,Chain of Thought 1,feed++sheep
1362,test_unseen_obj_seen_act,1.0,Chain of Thought 1,feed++sheep
1363,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1364,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1365,test_seen_obj_seen_act,0.0,Chain of Thought 1,fly++kite
1366,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1367,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1368,test_seen_obj_seen_act,0.0,Chain of Thought 1,fly++kite
1369,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1370,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1371,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1372,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1373,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1374,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1375,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1376,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
