,problem,num_incontext,attempt,accuracy,source
365,5.0,1.0,6,0.0,Chain of Thought 1
366,5.0,1.0,7,0.0,Chain of Thought 1
367,5.0,1.0,8,0.0,Chain of Thought 1
368,5.0,1.0,9,1.0,Chain of Thought 1
369,5.0,1.0,10,1.0,Chain of Thought 1
370,5.0,2.0,1,1.0,Chain of Thought 1
371,5.0,2.0,2,1.0,Chain of Thought 1
372,5.0,2.0,3,1.0,Chain of Thought 1
373,5.0,2.0,4,0.0,Chain of Thought 1
374,5.0,2.0,5,0.0,Chain of Thought 1
375,5.0,2.0,6,1.0,Chain of Thought 1
376,5.0,2.0,7,0.0,Chain of Thought 1
377,5.0,2.0,8,1.0,Chain of Thought 1
378,5.0,2.0,9,1.0,Chain of Thought 1
379,5.0,2.0,10,1.0,Chain of Thought 1
380,5.0,3.0,1,1.0,Chain of Thought 1
381,5.0,3.0,2,0.0,Chain of Thought 1
382,5.0,3.0,3,0.0,Chain of Thought 1
383,5.0,3.0,4,0.0,Chain of Thought 1
384,5.0,3.0,5,1.0,Chain of Thought 1
385,5.0,3.0,6,0.0,Chain of Thought 1
386,5.0,3.0,7,0.0,Chain of Thought 1
387,5.0,3.0,8,1.0,Chain of Thought 1
388,5.0,3.0,9,1.0,Chain of Thought 1
389,5.0,3.0,10,1.0,Chain of Thought 1
390,5.0,4.0,1,0.0,Chain of Thought 1
391,5.0,4.0,2,1.0,Chain of Thought 1
392,5.0,4.0,3,1.0,Chain of Thought 1
393,5.0,4.0,4,1.0,Chain of Thought 1
394,5.0,4.0,5,0.0,Chain of Thought 1
395,5.0,4.0,6,1.0,Chain of Thought 1
396,5.0,4.0,7,0.0,Chain of Thought 1
397,5.0,4.0,8,1.0,Chain of Thought 1
398,5.0,4.0,9,1.0,Chain of Thought 1
399,5.0,4.0,10,1.0,Chain of Thought 1
400,5.0,5.0,1,1.0,Chain of Thought 1
401,5.0,5.0,2,0.0,Chain of Thought 1
402,5.0,5.0,3,1.0,Chain of Thought 1
403,5.0,5.0,4,0.0,Chain of Thought 1
404,5.0,5.0,5,0.0,Chain of Thought 1
405,5.0,5.0,6,1.0,Chain of Thought 1
406,5.0,5.0,7,0.0,Chain of Thought 1
407,5.0,5.0,8,0.0,Chain of Thought 1
408,5.0,5.0,9,0.0,Chain of Thought 1
409,5.0,5.0,10,1.0,Chain of Thought 1
410,5.0,6.0,1,0.0,Chain of Thought 1
411,5.0,6.0,2,0.0,Chain of Thought 1
412,5.0,6.0,3,1.0,Chain of Thought 1
413,5.0,6.0,4,0.0,Chain of Thought 1
414,5.0,6.0,5,0.0,Chain of Thought 1
415,5.0,6.0,6,0.0,Chain of Thought 1
416,5.0,6.0,7,1.0,Chain of Thought 1
417,5.0,6.0,8,0.0,Chain of Thought 1
418,5.0,6.0,9,1.0,Chain of Thought 1
419,5.0,6.0,10,1.0,Chain of Thought 1
420,5.0,7.0,1,1.0,Chain of Thought 1
421,5.0,7.0,2,0.0,Chain of Thought 1
422,5.0,7.0,3,1.0,Chain of Thought 1
423,5.0,7.0,4,1.0,Chain of Thought 1
424,5.0,7.0,5,0.0,Chain of Thought 1
425,5.0,7.0,6,0.0,Chain of Thought 1
426,5.0,7.0,7,0.0,Chain of Thought 1
427,5.0,7.0,8,1.0,Chain of Thought 1
428,5.0,7.0,9,0.0,Chain of Thought 1
429,5.0,7.0,10,0.0,Chain of Thought 1
430,5.0,8.0,1,1.0,Chain of Thought 1
431,5.0,8.0,2,1.0,Chain of Thought 1
432,5.0,8.0,3,1.0,Chain of Thought 1
433,5.0,8.0,4,1.0,Chain of Thought 1
434,5.0,8.0,5,0.0,Chain of Thought 1
435,5.0,8.0,6,1.0,Chain of Thought 1
436,5.0,8.0,7,1.0,Chain of Thought 1
437,5.0,8.0,8,0.0,Chain of Thought 1
438,5.0,8.0,9,0.0,Chain of Thought 1
439,5.0,8.0,10,1.0,Chain of Thought 1
440,5.0,9.0,1,1.0,Chain of Thought 1
441,5.0,9.0,2,0.0,Chain of Thought 1
442,5.0,9.0,3,0.0,Chain of Thought 1
443,5.0,9.0,4,1.0,Chain of Thought 1
444,5.0,9.0,5,1.0,Chain of Thought 1
445,5.0,9.0,6,0.0,Chain of Thought 1
446,5.0,9.0,7,1.0,Chain of Thought 1
447,5.0,9.0,8,0.0,Chain of Thought 1
448,5.0,9.0,9,0.0,Chain of Thought 1
449,5.0,9.0,10,1.0,Chain of Thought 1
450,6.0,1.0,1,1.0,Chain of Thought 1
451,6.0,1.0,2,0.0,Chain of Thought 1
452,6.0,1.0,3,0.0,Chain of Thought 1
453,6.0,1.0,4,1.0,Chain of Thought 1
454,6.0,1.0,5,0.0,Chain of Thought 1
455,6.0,1.0,6,0.0,Chain of Thought 1
456,6.0,1.0,7,0.0,Chain of Thought 1
457,6.0,1.0,8,0.0,Chain of Thought 1
458,6.0,1.0,9,0.0,Chain of Thought 1
459,6.0,1.0,10,1.0,Chain of Thought 1
460,6.0,2.0,1,1.0,Chain of Thought 1
461,6.0,2.0,2,0.0,Chain of Thought 1
462,6.0,2.0,3,1.0,Chain of Thought 1
463,6.0,2.0,4,0.0,Chain of Thought 1
464,6.0,2.0,5,1.0,Chain of Thought 1
465,6.0,2.0,6,0.0,Chain of Thought 1
466,6.0,2.0,7,0.0,Chain of Thought 1
467,6.0,2.0,8,1.0,Chain of Thought 1
468,6.0,2.0,9,1.0,Chain of Thought 1
469,6.0,2.0,10,1.0,Chain of Thought 1
470,6.0,3.0,1,0.0,Chain of Thought 1
471,6.0,3.0,2,0.0,Chain of Thought 1
472,6.0,3.0,3,0.0,Chain of Thought 1
473,6.0,3.0,4,0.0,Chain of Thought 1
474,6.0,3.0,5,1.0,Chain of Thought 1
475,6.0,3.0,6,0.0,Chain of Thought 1
476,6.0,3.0,7,1.0,Chain of Thought 1
477,6.0,3.0,8,0.0,Chain of Thought 1
478,6.0,3.0,9,0.0,Chain of Thought 1
479,6.0,3.0,10,0.0,Chain of Thought 1
480,6.0,4.0,1,0.0,Chain of Thought 1
481,6.0,4.0,2,1.0,Chain of Thought 1
482,6.0,4.0,3,1.0,Chain of Thought 1
483,6.0,4.0,4,0.0,Chain of Thought 1
484,6.0,4.0,5,0.0,Chain of Thought 1
485,6.0,4.0,6,0.0,Chain of Thought 1
486,6.0,4.0,7,1.0,Chain of Thought 1
487,6.0,4.0,8,0.0,Chain of Thought 1
488,6.0,4.0,9,1.0,Chain of Thought 1
489,6.0,4.0,10,0.0,Chain of Thought 1
490,6.0,5.0,1,1.0,Chain of Thought 1
491,6.0,5.0,2,1.0,Chain of Thought 1
492,6.0,5.0,3,1.0,Chain of Thought 1
493,6.0,5.0,4,0.0,Chain of Thought 1
494,6.0,5.0,5,1.0,Chain of Thought 1
495,6.0,5.0,6,1.0,Chain of Thought 1
496,6.0,5.0,7,1.0,Chain of Thought 1
497,6.0,5.0,8,0.0,Chain of Thought 1
498,6.0,5.0,9,0.0,Chain of Thought 1
499,6.0,5.0,10,1.0,Chain of Thought 1
500,6.0,6.0,1,1.0,Chain of Thought 1
501,6.0,6.0,2,0.0,Chain of Thought 1
502,6.0,6.0,3,1.0,Chain of Thought 1
503,6.0,6.0,4,1.0,Chain of Thought 1
504,6.0,6.0,5,1.0,Chain of Thought 1
505,6.0,6.0,6,1.0,Chain of Thought 1
506,6.0,6.0,7,1.0,Chain of Thought 1
507,6.0,6.0,8,0.0,Chain of Thought 1
508,6.0,6.0,9,0.0,Chain of Thought 1
509,6.0,6.0,10,0.0,Chain of Thought 1
510,6.0,7.0,1,1.0,Chain of Thought 1
511,6.0,7.0,2,0.0,Chain of Thought 1
512,6.0,7.0,3,1.0,Chain of Thought 1
513,6.0,7.0,4,1.0,Chain of Thought 1
514,6.0,7.0,5,1.0,Chain of Thought 1
515,6.0,7.0,6,0.0,Chain of Thought 1
516,6.0,7.0,7,0.0,Chain of Thought 1
517,6.0,7.0,8,1.0,Chain of Thought 1
518,6.0,7.0,9,0.0,Chain of Thought 1
519,6.0,7.0,10,1.0,Chain of Thought 1
520,6.0,8.0,1,0.0,Chain of Thought 1
521,6.0,8.0,2,1.0,Chain of Thought 1
522,6.0,8.0,3,1.0,Chain of Thought 1
523,6.0,8.0,4,1.0,Chain of Thought 1
524,6.0,8.0,5,1.0,Chain of Thought 1
525,6.0,8.0,6,0.0,Chain of Thought 1
526,6.0,8.0,7,0.0,Chain of Thought 1
527,6.0,8.0,8,0.0,Chain of Thought 1
528,6.0,8.0,9,1.0,Chain of Thought 1
529,6.0,8.0,10,1.0,Chain of Thought 1
530,6.0,9.0,1,1.0,Chain of Thought 1
531,6.0,9.0,2,0.0,Chain of Thought 1
532,6.0,9.0,3,1.0,Chain of Thought 1
533,6.0,9.0,4,0.0,Chain of Thought 1
534,6.0,9.0,5,0.0,Chain of Thought 1
535,6.0,9.0,6,1.0,Chain of Thought 1
536,6.0,9.0,7,0.0,Chain of Thought 1
537,6.0,9.0,8,0.0,Chain of Thought 1
538,6.0,9.0,9,0.0,Chain of Thought 1
539,6.0,9.0,10,1.0,Chain of Thought 1
540,7.0,1.0,1,0.0,Chain of Thought 1
541,7.0,1.0,2,0.0,Chain of Thought 1
542,7.0,1.0,3,1.0,Chain of Thought 1
543,7.0,1.0,4,0.0,Chain of Thought 1
544,7.0,1.0,5,1.0,Chain of Thought 1
545,7.0,1.0,6,1.0,Chain of Thought 1
546,7.0,1.0,7,1.0,Chain of Thought 1
547,7.0,1.0,8,0.0,Chain of Thought 1
548,7.0,1.0,9,1.0,Chain of Thought 1
549,7.0,1.0,10,0.0,Chain of Thought 1
550,7.0,2.0,1,0.0,Chain of Thought 1
551,7.0,2.0,2,1.0,Chain of Thought 1
552,7.0,2.0,3,0.0,Chain of Thought 1
553,7.0,2.0,4,1.0,Chain of Thought 1
554,7.0,2.0,5,0.0,Chain of Thought 1
555,7.0,2.0,6,0.0,Chain of Thought 1
556,7.0,2.0,7,0.0,Chain of Thought 1
557,7.0,2.0,8,0.0,Chain of Thought 1
558,7.0,2.0,9,0.0,Chain of Thought 1
559,7.0,2.0,10,0.0,Chain of Thought 1
560,7.0,3.0,1,1.0,Chain of Thought 1
561,7.0,3.0,2,0.0,Chain of Thought 1
562,7.0,3.0,3,1.0,Chain of Thought 1
563,7.0,3.0,4,1.0,Chain of Thought 1
564,7.0,3.0,5,0.0,Chain of Thought 1
565,7.0,3.0,6,0.0,Chain of Thought 1
566,7.0,3.0,7,0.0,Chain of Thought 1
567,7.0,3.0,8,1.0,Chain of Thought 1
568,7.0,3.0,9,1.0,Chain of Thought 1
569,7.0,3.0,10,1.0,Chain of Thought 1
570,7.0,4.0,1,1.0,Chain of Thought 1
571,7.0,4.0,2,0.0,Chain of Thought 1
572,7.0,4.0,3,0.0,Chain of Thought 1
573,7.0,4.0,4,0.0,Chain of Thought 1
574,7.0,4.0,5,1.0,Chain of Thought 1
575,7.0,4.0,6,0.0,Chain of Thought 1
576,7.0,4.0,7,1.0,Chain of Thought 1
577,7.0,4.0,8,1.0,Chain of Thought 1
578,7.0,4.0,9,1.0,Chain of Thought 1
579,7.0,4.0,10,1.0,Chain of Thought 1
580,7.0,5.0,1,0.0,Chain of Thought 1
581,7.0,5.0,2,1.0,Chain of Thought 1
582,7.0,5.0,3,1.0,Chain of Thought 1
583,7.0,5.0,4,0.0,Chain of Thought 1
584,7.0,5.0,5,0.0,Chain of Thought 1
585,7.0,5.0,6,0.0,Chain of Thought 1
586,7.0,5.0,7,1.0,Chain of Thought 1
587,7.0,5.0,8,0.0,Chain of Thought 1
588,7.0,5.0,9,0.0,Chain of Thought 1
589,7.0,5.0,10,1.0,Chain of Thought 1
590,7.0,6.0,1,0.0,Chain of Thought 1
591,7.0,6.0,2,1.0,Chain of Thought 1
592,7.0,6.0,3,0.0,Chain of Thought 1
593,7.0,6.0,4,0.0,Chain of Thought 1
594,7.0,6.0,5,1.0,Chain of Thought 1
595,7.0,6.0,6,0.0,Chain of Thought 1
596,7.0,6.0,7,1.0,Chain of Thought 1
597,7.0,6.0,8,1.0,Chain of Thought 1
598,7.0,6.0,9,1.0,Chain of Thought 1
599,7.0,6.0,10,1.0,Chain of Thought 1
600,7.0,7.0,1,1.0,Chain of Thought 1
601,7.0,7.0,2,0.0,Chain of Thought 1
602,7.0,7.0,3,0.0,Chain of Thought 1
603,7.0,7.0,4,1.0,Chain of Thought 1
604,7.0,7.0,5,1.0,Chain of Thought 1
605,7.0,7.0,6,0.0,Chain of Thought 1
606,7.0,7.0,7,0.0,Chain of Thought 1
607,7.0,7.0,8,0.0,Chain of Thought 1
608,7.0,7.0,9,1.0,Chain of Thought 1
609,7.0,7.0,10,1.0,Chain of Thought 1
610,7.0,8.0,1,0.0,Chain of Thought 1
611,7.0,8.0,2,1.0,Chain of Thought 1
612,7.0,8.0,3,1.0,Chain of Thought 1
613,7.0,8.0,4,1.0,Chain of Thought 1
614,7.0,8.0,5,1.0,Chain of Thought 1
615,7.0,8.0,6,1.0,Chain of Thought 1
616,7.0,8.0,7,0.0,Chain of Thought 1
617,7.0,8.0,8,0.0,Chain of Thought 1
618,7.0,8.0,9,0.0,Chain of Thought 1
619,7.0,8.0,10,1.0,Chain of Thought 1
620,7.0,9.0,1,1.0,Chain of Thought 1
621,7.0,9.0,2,1.0,Chain of Thought 1
622,7.0,9.0,3,1.0,Chain of Thought 1
623,7.0,9.0,4,1.0,Chain of Thought 1
624,7.0,9.0,5,1.0,Chain of Thought 1
625,7.0,9.0,6,1.0,Chain of Thought 1
626,7.0,9.0,7,0.0,Chain of Thought 1
627,7.0,9.0,8,1.0,Chain of Thought 1
628,7.0,9.0,9,1.0,Chain of Thought 1
629,7.0,9.0,10,1.0,Chain of Thought 1
630,8.0,1.0,1,1.0,Chain of Thought 1
631,8.0,1.0,2,1.0,Chain of Thought 1
632,8.0,1.0,3,0.0,Chain of Thought 1
633,8.0,1.0,4,1.0,Chain of Thought 1
634,8.0,1.0,5,0.0,Chain of Thought 1
635,8.0,1.0,6,0.0,Chain of Thought 1
636,8.0,1.0,7,1.0,Chain of Thought 1
637,8.0,1.0,8,0.0,Chain of Thought 1
638,8.0,1.0,9,0.0,Chain of Thought 1
639,8.0,1.0,10,1.0,Chain of Thought 1
640,8.0,2.0,1,1.0,Chain of Thought 1
641,8.0,2.0,2,1.0,Chain of Thought 1
642,8.0,2.0,3,0.0,Chain of Thought 1
643,8.0,2.0,4,0.0,Chain of Thought 1
644,8.0,2.0,5,1.0,Chain of Thought 1
645,8.0,2.0,6,1.0,Chain of Thought 1
646,8.0,2.0,7,1.0,Chain of Thought 1
647,8.0,2.0,8,0.0,Chain of Thought 1
648,8.0,2.0,9,1.0,Chain of Thought 1
649,8.0,2.0,10,1.0,Chain of Thought 1
650,8.0,3.0,1,1.0,Chain of Thought 1
651,8.0,3.0,2,1.0,Chain of Thought 1
652,8.0,3.0,3,1.0,Chain of Thought 1
653,8.0,3.0,4,1.0,Chain of Thought 1
654,8.0,3.0,5,1.0,Chain of Thought 1
655,8.0,3.0,6,1.0,Chain of Thought 1
656,8.0,3.0,7,1.0,Chain of Thought 1
657,8.0,3.0,8,0.0,Chain of Thought 1
658,8.0,3.0,9,1.0,Chain of Thought 1
659,8.0,3.0,10,1.0,Chain of Thought 1
660,8.0,4.0,1,1.0,Chain of Thought 1
661,8.0,4.0,2,1.0,Chain of Thought 1
662,8.0,4.0,3,1.0,Chain of Thought 1
663,8.0,4.0,4,1.0,Chain of Thought 1
664,8.0,4.0,5,1.0,Chain of Thought 1
665,8.0,4.0,6,1.0,Chain of Thought 1
666,8.0,4.0,7,0.0,Chain of Thought 1
667,8.0,4.0,8,0.0,Chain of Thought 1
668,8.0,4.0,9,1.0,Chain of Thought 1
669,8.0,4.0,10,1.0,Chain of Thought 1
670,8.0,5.0,1,1.0,Chain of Thought 1
671,8.0,5.0,2,1.0,Chain of Thought 1
672,8.0,5.0,3,0.0,Chain of Thought 1
673,8.0,5.0,4,1.0,Chain of Thought 1
674,8.0,5.0,5,1.0,Chain of Thought 1
675,8.0,5.0,6,1.0,Chain of Thought 1
676,8.0,5.0,7,1.0,Chain of Thought 1
677,8.0,5.0,8,1.0,Chain of Thought 1
678,8.0,5.0,9,1.0,Chain of Thought 1
679,8.0,5.0,10,1.0,Chain of Thought 1
680,8.0,6.0,1,1.0,Chain of Thought 1
681,8.0,6.0,2,1.0,Chain of Thought 1
682,8.0,6.0,3,1.0,Chain of Thought 1
683,8.0,6.0,4,1.0,Chain of Thought 1
684,8.0,6.0,5,1.0,Chain of Thought 1
685,8.0,6.0,6,1.0,Chain of Thought 1
686,8.0,6.0,7,1.0,Chain of Thought 1
687,8.0,6.0,8,1.0,Chain of Thought 1
688,8.0,6.0,9,1.0,Chain of Thought 1
689,8.0,6.0,10,1.0,Chain of Thought 1
690,8.0,7.0,1,1.0,Chain of Thought 1
691,8.0,7.0,2,1.0,Chain of Thought 1
692,8.0,7.0,3,1.0,Chain of Thought 1
693,8.0,7.0,4,1.0,Chain of Thought 1
694,8.0,7.0,5,1.0,Chain of Thought 1
695,8.0,7.0,6,1.0,Chain of Thought 1
696,8.0,7.0,7,1.0,Chain of Thought 1
697,8.0,7.0,8,1.0,Chain of Thought 1
698,8.0,7.0,9,1.0,Chain of Thought 1
699,8.0,7.0,10,0.0,Chain of Thought 1
700,8.0,8.0,1,1.0,Chain of Thought 1
701,8.0,8.0,2,1.0,Chain of Thought 1
702,8.0,8.0,3,1.0,Chain of Thought 1
703,8.0,8.0,4,0.0,Chain of Thought 1
704,8.0,8.0,5,0.0,Chain of Thought 1
705,8.0,8.0,6,1.0,Chain of Thought 1
706,8.0,8.0,7,1.0,Chain of Thought 1
707,8.0,8.0,8,1.0,Chain of Thought 1
708,8.0,8.0,9,1.0,Chain of Thought 1
709,8.0,8.0,10,1.0,Chain of Thought 1
710,8.0,9.0,1,1.0,Chain of Thought 1
711,8.0,9.0,2,0.0,Chain of Thought 1
712,8.0,9.0,3,0.0,Chain of Thought 1
713,8.0,9.0,4,1.0,Chain of Thought 1
714,8.0,9.0,5,1.0,Chain of Thought 1
715,8.0,9.0,6,0.0,Chain of Thought 1
716,8.0,9.0,7,1.0,Chain of Thought 1
717,8.0,9.0,8,1.0,Chain of Thought 1
718,8.0,9.0,9,1.0,Chain of Thought 1
719,8.0,9.0,10,1.0,Chain of Thought 1
720,9.0,1.0,1,0.0,Chain of Thought 1
721,9.0,1.0,2,1.0,Chain of Thought 1
722,9.0,1.0,3,0.0,Chain of Thought 1
723,9.0,1.0,4,0.0,Chain of Thought 1
724,9.0,1.0,5,1.0,Chain of Thought 1
725,9.0,1.0,6,1.0,Chain of Thought 1
726,9.0,1.0,7,0.0,Chain of Thought 1
727,9.0,1.0,8,1.0,Chain of Thought 1
728,9.0,1.0,9,1.0,Chain of Thought 1
729,9.0,1.0,10,1.0,Chain of Thought 1
730,9.0,2.0,1,0.0,Chain of Thought 1
731,9.0,2.0,2,0.0,Chain of Thought 1
732,9.0,2.0,3,1.0,Chain of Thought 1
733,9.0,2.0,4,0.0,Chain of Thought 1
734,9.0,2.0,5,0.0,Chain of Thought 1
735,9.0,2.0,6,0.0,Chain of Thought 1
736,9.0,2.0,7,0.0,Chain of Thought 1
737,9.0,2.0,8,1.0,Chain of Thought 1
738,9.0,2.0,9,1.0,Chain of Thought 1
739,9.0,2.0,10,1.0,Chain of Thought 1
740,9.0,3.0,1,1.0,Chain of Thought 1
741,9.0,3.0,2,0.0,Chain of Thought 1
742,9.0,3.0,3,0.0,Chain of Thought 1
743,9.0,3.0,4,0.0,Chain of Thought 1
744,9.0,3.0,5,1.0,Chain of Thought 1
745,9.0,3.0,6,0.0,Chain of Thought 1
746,9.0,3.0,7,0.0,Chain of Thought 1
747,9.0,3.0,8,0.0,Chain of Thought 1
748,9.0,3.0,9,1.0,Chain of Thought 1
749,9.0,3.0,10,1.0,Chain of Thought 1
750,9.0,4.0,1,1.0,Chain of Thought 1
751,9.0,4.0,2,0.0,Chain of Thought 1
752,9.0,4.0,3,1.0,Chain of Thought 1
753,9.0,4.0,4,0.0,Chain of Thought 1
754,9.0,4.0,5,1.0,Chain of Thought 1
755,9.0,4.0,6,0.0,Chain of Thought 1
756,9.0,4.0,7,1.0,Chain of Thought 1
757,9.0,4.0,8,0.0,Chain of Thought 1
758,9.0,4.0,9,1.0,Chain of Thought 1
759,9.0,4.0,10,1.0,Chain of Thought 1
760,9.0,5.0,1,0.0,Chain of Thought 1
761,9.0,5.0,2,1.0,Chain of Thought 1
762,9.0,5.0,3,1.0,Chain of Thought 1
763,9.0,5.0,4,1.0,Chain of Thought 1
764,9.0,5.0,5,1.0,Chain of Thought 1
765,9.0,5.0,6,1.0,Chain of Thought 1
766,9.0,5.0,7,1.0,Chain of Thought 1
767,9.0,5.0,8,0.0,Chain of Thought 1
768,9.0,5.0,9,0.0,Chain of Thought 1
769,9.0,5.0,10,1.0,Chain of Thought 1
770,9.0,6.0,1,0.0,Chain of Thought 1
771,9.0,6.0,2,1.0,Chain of Thought 1
772,9.0,6.0,3,0.0,Chain of Thought 1
773,9.0,6.0,4,0.0,Chain of Thought 1
774,9.0,6.0,5,0.0,Chain of Thought 1
775,9.0,6.0,6,1.0,Chain of Thought 1
776,9.0,6.0,7,0.0,Chain of Thought 1
777,9.0,6.0,8,1.0,Chain of Thought 1
778,9.0,6.0,9,0.0,Chain of Thought 1
779,9.0,6.0,10,1.0,Chain of Thought 1
780,9.0,7.0,1,1.0,Chain of Thought 1
781,9.0,7.0,2,1.0,Chain of Thought 1
782,9.0,7.0,3,1.0,Chain of Thought 1
783,9.0,7.0,4,1.0,Chain of Thought 1
784,9.0,7.0,5,1.0,Chain of Thought 1
785,9.0,7.0,6,0.0,Chain of Thought 1
786,9.0,7.0,7,0.0,Chain of Thought 1
787,9.0,7.0,8,1.0,Chain of Thought 1
788,9.0,7.0,9,1.0,Chain of Thought 1
789,9.0,7.0,10,0.0,Chain of Thought 1
790,9.0,8.0,1,0.0,Chain of Thought 1
791,9.0,8.0,2,0.0,Chain of Thought 1
792,9.0,8.0,3,0.0,Chain of Thought 1
793,9.0,8.0,4,1.0,Chain of Thought 1
794,9.0,8.0,5,1.0,Chain of Thought 1
795,9.0,8.0,6,1.0,Chain of Thought 1
796,9.0,8.0,7,0.0,Chain of Thought 1
797,9.0,8.0,8,0.0,Chain of Thought 1
798,9.0,8.0,9,1.0,Chain of Thought 1
799,9.0,8.0,10,1.0,Chain of Thought 1
800,9.0,9.0,1,0.0,Chain of Thought 1
801,9.0,9.0,2,0.0,Chain of Thought 1
802,9.0,9.0,3,0.0,Chain of Thought 1
803,9.0,9.0,4,1.0,Chain of Thought 1
804,9.0,9.0,5,0.0,Chain of Thought 1
805,9.0,9.0,6,1.0,Chain of Thought 1
806,9.0,9.0,7,0.0,Chain of Thought 1
807,9.0,9.0,8,1.0,Chain of Thought 1
808,9.0,9.0,9,1.0,Chain of Thought 1
809,9.0,9.0,10,0.0,Chain of Thought 1
810,10.0,1.0,1,1.0,Chain of Thought 1
811,10.0,1.0,2,1.0,Chain of Thought 1
812,10.0,1.0,3,0.0,Chain of Thought 1
813,10.0,1.0,4,0.0,Chain of Thought 1
814,10.0,1.0,5,1.0,Chain of Thought 1
815,10.0,1.0,6,0.0,Chain of Thought 1
816,10.0,1.0,7,1.0,Chain of Thought 1
817,10.0,1.0,8,1.0,Chain of Thought 1
818,10.0,1.0,9,1.0,Chain of Thought 1
819,10.0,1.0,10,0.0,Chain of Thought 1
820,10.0,2.0,1,1.0,Chain of Thought 1
821,10.0,2.0,2,0.0,Chain of Thought 1
822,10.0,2.0,3,1.0,Chain of Thought 1
823,10.0,2.0,4,1.0,Chain of Thought 1
824,10.0,2.0,5,1.0,Chain of Thought 1
825,10.0,2.0,6,1.0,Chain of Thought 1
826,10.0,2.0,7,0.0,Chain of Thought 1
827,10.0,2.0,8,0.0,Chain of Thought 1
828,10.0,2.0,9,1.0,Chain of Thought 1
829,10.0,2.0,10,1.0,Chain of Thought 1
830,10.0,3.0,1,0.0,Chain of Thought 1
831,10.0,3.0,2,1.0,Chain of Thought 1
832,10.0,3.0,3,1.0,Chain of Thought 1
833,10.0,3.0,4,1.0,Chain of Thought 1
834,10.0,3.0,5,1.0,Chain of Thought 1
835,10.0,3.0,6,0.0,Chain of Thought 1
836,10.0,3.0,7,1.0,Chain of Thought 1
837,10.0,3.0,8,1.0,Chain of Thought 1
838,10.0,3.0,9,0.0,Chain of Thought 1
839,10.0,3.0,10,1.0,Chain of Thought 1
840,10.0,4.0,1,1.0,Chain of Thought 1
841,10.0,4.0,2,1.0,Chain of Thought 1
842,10.0,4.0,3,1.0,Chain of Thought 1
843,10.0,4.0,4,1.0,Chain of Thought 1
844,10.0,4.0,5,0.0,Chain of Thought 1
845,10.0,4.0,6,1.0,Chain of Thought 1
846,10.0,4.0,7,1.0,Chain of Thought 1
847,10.0,4.0,8,1.0,Chain of Thought 1
848,10.0,4.0,9,0.0,Chain of Thought 1
849,10.0,4.0,10,0.0,Chain of Thought 1
850,10.0,5.0,1,1.0,Chain of Thought 1
851,10.0,5.0,2,0.0,Chain of Thought 1
852,10.0,5.0,3,0.0,Chain of Thought 1
853,10.0,5.0,4,1.0,Chain of Thought 1
854,10.0,5.0,5,0.0,Chain of Thought 1
855,10.0,5.0,6,1.0,Chain of Thought 1
856,10.0,5.0,7,1.0,Chain of Thought 1
857,10.0,5.0,8,1.0,Chain of Thought 1
858,10.0,5.0,9,1.0,Chain of Thought 1
859,10.0,5.0,10,0.0,Chain of Thought 1
860,10.0,6.0,1,1.0,Chain of Thought 1
861,10.0,6.0,2,0.0,Chain of Thought 1
862,10.0,6.0,3,1.0,Chain of Thought 1
863,10.0,6.0,4,1.0,Chain of Thought 1
864,10.0,6.0,5,1.0,Chain of Thought 1
865,10.0,6.0,6,1.0,Chain of Thought 1
866,10.0,6.0,7,0.0,Chain of Thought 1
867,10.0,6.0,8,0.0,Chain of Thought 1
868,10.0,6.0,9,0.0,Chain of Thought 1
869,10.0,6.0,10,1.0,Chain of Thought 1
870,10.0,7.0,1,0.0,Chain of Thought 1
871,10.0,7.0,2,1.0,Chain of Thought 1
872,10.0,7.0,3,0.0,Chain of Thought 1
873,10.0,7.0,4,0.0,Chain of Thought 1
874,10.0,7.0,5,0.0,Chain of Thought 1
875,10.0,7.0,6,0.0,Chain of Thought 1
876,10.0,7.0,7,0.0,Chain of Thought 1
877,10.0,7.0,8,1.0,Chain of Thought 1
878,10.0,7.0,9,1.0,Chain of Thought 1
879,10.0,7.0,10,1.0,Chain of Thought 1
880,10.0,8.0,1,1.0,Chain of Thought 1
881,10.0,8.0,2,1.0,Chain of Thought 1
882,10.0,8.0,3,1.0,Chain of Thought 1
883,10.0,8.0,4,0.0,Chain of Thought 1
884,10.0,8.0,5,0.0,Chain of Thought 1
885,10.0,8.0,6,0.0,Chain of Thought 1
886,10.0,8.0,7,1.0,Chain of Thought 1
887,10.0,8.0,8,1.0,Chain of Thought 1
888,10.0,8.0,9,1.0,Chain of Thought 1
889,10.0,8.0,10,0.0,Chain of Thought 1
890,10.0,9.0,1,0.0,Chain of Thought 1
891,10.0,9.0,2,1.0,Chain of Thought 1
892,10.0,9.0,3,0.0,Chain of Thought 1
893,10.0,9.0,4,0.0,Chain of Thought 1
894,10.0,9.0,5,1.0,Chain of Thought 1
895,10.0,9.0,6,0.0,Chain of Thought 1
896,10.0,9.0,7,1.0,Chain of Thought 1
897,10.0,9.0,8,1.0,Chain of Thought 1
898,10.0,9.0,9,1.0,Chain of Thought 1
899,10.0,9.0,10,0.0,Chain of Thought 1
900,11.0,1.0,1,1.0,Chain of Thought 1
901,11.0,1.0,2,1.0,Chain of Thought 1
