,test_condition,accuracy,source,concept
1239,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1240,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1241,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1242,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1243,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1244,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1245,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++keyboard
1246,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1247,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1248,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1249,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1250,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1251,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1252,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1253,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++refrigerator
1254,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1255,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1256,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1257,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1258,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1259,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1260,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1261,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1262,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1263,test_seen_obj_seen_act,1.0,Chain of Thought 1,clean++toilet
1264,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1265,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1266,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1267,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1268,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1269,test_seen_obj_seen_act,0.0,Chain of Thought 1,control++tv
1270,test_seen_obj_seen_act,1.0,Chain of Thought 1,control++tv
1271,test_seen_obj_seen_act,0.0,Chain of Thought 1,control++tv
1272,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1273,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1274,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1275,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut++cake
1276,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut++cake
1277,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut++cake
1278,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1279,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1280,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut_with++knife
1281,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1282,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1283,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut_with++knife
1284,test_seen_obj_seen_act,0.0,Chain of Thought 1,cut_with++knife
1285,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1286,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1287,test_seen_obj_seen_act,1.0,Chain of Thought 1,cut_with++knife
1288,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1289,test_unseen_obj_seen_act,0.0,Chain of Thought 1,cut_with++scissors
1290,test_unseen_obj_seen_act,0.0,Chain of Thought 1,cut_with++scissors
1291,test_unseen_obj_seen_act,0.0,Chain of Thought 1,cut_with++scissors
1292,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1293,test_unseen_obj_seen_act,0.0,Chain of Thought 1,cut_with++scissors
1294,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1295,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1296,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1297,test_unseen_obj_seen_act,1.0,Chain of Thought 1,cut_with++scissors
1298,test_seen_obj_unseen_act,1.0,Chain of Thought 1,direct++airplane
1299,test_seen_obj_unseen_act,1.0,Chain of Thought 1,direct++airplane
1300,test_seen_obj_unseen_act,1.0,Chain of Thought 1,direct++airplane
1301,test_seen_obj_unseen_act,1.0,Chain of Thought 1,direct++airplane
1302,test_seen_obj_unseen_act,1.0,Chain of Thought 1,direct++airplane
1303,test_seen_obj_unseen_act,1.0,Chain of Thought 1,direct++airplane
1304,test_seen_obj_seen_act,1.0,Chain of Thought 1,drag++suitcase
1305,test_seen_obj_seen_act,0.0,Chain of Thought 1,drag++suitcase
1306,test_seen_obj_seen_act,1.0,Chain of Thought 1,drag++suitcase
1307,test_seen_obj_seen_act,0.0,Chain of Thought 1,drag++suitcase
1308,test_seen_obj_seen_act,1.0,Chain of Thought 1,dribble++sports_ball
1309,test_seen_obj_seen_act,0.0,Chain of Thought 1,dribble++sports_ball
1310,test_seen_obj_seen_act,1.0,Chain of Thought 1,dribble++sports_ball
1311,test_seen_obj_seen_act,0.0,Chain of Thought 1,dribble++sports_ball
1312,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++bottle
1313,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++bottle
1314,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1315,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1316,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1317,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1318,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1319,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1320,test_seen_obj_seen_act,1.0,Chain of Thought 1,drink_with++cup
1321,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1322,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1323,test_seen_obj_seen_act,0.0,Chain of Thought 1,drink_with++cup
1324,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++boat
1325,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++boat
1326,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1327,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1328,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1329,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++car
1330,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1331,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1332,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1333,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1334,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1335,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1336,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1337,test_seen_obj_seen_act,1.0,Chain of Thought 1,drive++train
1338,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1339,test_unseen_obj_seen_act,0.0,Chain of Thought 1,eat++apple
1340,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1341,test_unseen_obj_seen_act,0.0,Chain of Thought 1,eat++apple
1342,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1343,test_unseen_obj_seen_act,0.0,Chain of Thought 1,eat++apple
1344,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1345,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1346,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1347,test_unseen_obj_seen_act,1.0,Chain of Thought 1,eat++apple
1348,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1349,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1350,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1351,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1352,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1353,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++banana
1354,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1355,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1356,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++banana
1357,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++banana
1358,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++donut
1359,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++donut
1360,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++donut
1361,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++donut
1362,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++donut
1363,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++donut
1364,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++hot_dog
1365,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++hot_dog
1366,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++hot_dog
1367,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++hot_dog
1368,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++orange
1369,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++orange
1370,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++sandwich
1371,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++sandwich
1372,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat++sandwich
1373,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat++sandwich
1374,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1375,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1376,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1377,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1378,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1379,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1380,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1381,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1382,test_seen_obj_seen_act,1.0,Chain of Thought 1,eat_at++dining_table
1383,test_seen_obj_seen_act,0.0,Chain of Thought 1,eat_at++dining_table
1384,test_seen_obj_seen_act,0.0,Chain of Thought 1,feed++bird
1385,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++bird
1386,test_seen_obj_seen_act,0.0,Chain of Thought 1,feed++bird
1387,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++bird
1388,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++elephant
1389,test_seen_obj_seen_act,1.0,Chain of Thought 1,feed++elephant
1390,test_unseen_obj_seen_act,1.0,Chain of Thought 1,feed++sheep
1391,test_unseen_obj_seen_act,0.0,Chain of Thought 1,feed++sheep
1392,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1393,test_seen_obj_seen_act,0.0,Chain of Thought 1,fly++kite
1394,test_seen_obj_seen_act,0.0,Chain of Thought 1,fly++kite
1395,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1396,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1397,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1398,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1399,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1400,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1401,test_seen_obj_seen_act,1.0,Chain of Thought 1,fly++kite
1402,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1403,test_seen_obj_unseen_act,0.0,Chain of Thought 1,greet++person
1404,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1405,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1406,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1407,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1408,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1409,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1410,test_seen_obj_unseen_act,0.0,Chain of Thought 1,greet++person
1411,test_seen_obj_unseen_act,1.0,Chain of Thought 1,greet++person
1412,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1413,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1414,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1415,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1416,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1417,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1418,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1419,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1420,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++skateboard
1421,test_seen_obj_unseen_act,0.0,Chain of Thought 1,grind++skateboard
1422,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++snowboard
1423,test_seen_obj_unseen_act,0.0,Chain of Thought 1,grind++snowboard
1424,test_seen_obj_unseen_act,1.0,Chain of Thought 1,grind++snowboard
1425,test_seen_obj_unseen_act,0.0,Chain of Thought 1,grind++snowboard
1426,test_unseen_obj_unseen_act,1.0,Chain of Thought 1,help_adjust_or_tie++tie
1427,test_unseen_obj_unseen_act,0.0,Chain of Thought 1,help_adjust_or_tie++tie
1428,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++apple
1429,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++apple
1430,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++apple
1431,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++apple
1432,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++apple
1433,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++apple
1434,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++apple
1435,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++apple
1436,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++apple
1437,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++apple
1438,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++banana
1439,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++banana
1440,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++banana
1441,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++banana
1442,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++banana
1443,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++banana
1444,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++banana
1445,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++banana
1446,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++banana
1447,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++banana
1448,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bicycle
1449,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++bicycle
1450,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bird
1451,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bird
1452,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bird
1453,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bird
1454,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++bird
1455,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bottle
1456,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bottle
1457,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bottle
1458,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++bottle
1459,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bottle
1460,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++bottle
1461,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++bottle
1462,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bottle
1463,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++bottle
1464,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++bottle
1465,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1466,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1467,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1468,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1469,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1470,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1471,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1472,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1473,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1474,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cake
1475,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++carrot
1476,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++carrot
1477,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cup
1478,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++cup
1479,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cup
1480,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++cup
1481,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++cup
1482,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++cup
1483,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++cup
1484,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cup
1485,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cup
1486,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++cup
1487,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++dog
1488,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++dog
1489,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++dog
1490,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++dog
1491,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++dog
1492,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++dog
1493,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++dog
1494,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++dog
1495,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++dog
1496,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++dog
1497,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++donut
1498,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++donut
1499,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++donut
1500,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++donut
1501,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++donut
1502,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++donut
1503,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++donut
1504,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++donut
1505,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++frisbee
1506,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++frisbee
1507,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++handbag
1508,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++handbag
1509,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++handbag
1510,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++handbag
1511,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++handbag
1512,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++handbag
1513,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++handbag
1514,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++handbag
1515,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++handbag
1516,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++handbag
1517,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++hot_dog
1518,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++hot_dog
1519,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++hot_dog
1520,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++hot_dog
1521,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1522,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++kite
1523,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1524,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1525,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1526,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1527,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1528,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++kite
1529,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1530,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++kite
1531,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++knife
1532,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++knife
1533,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++knife
1534,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++knife
1535,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++knife
1536,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++knife
1537,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++knife
1538,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++knife
1539,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++knife
1540,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++knife
1541,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++laptop
1542,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++laptop
1543,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++laptop
1544,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++laptop
1545,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++laptop
1546,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++laptop
1547,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++laptop
1548,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++laptop
1549,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++laptop
1550,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++laptop
1551,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1552,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1553,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1554,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1555,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1556,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1557,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1558,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1559,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1560,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++mouse
1561,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++orange
1562,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++orange
1563,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++orange
1564,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++orange
1565,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++orange
1566,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++orange
1567,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++orange
1568,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++orange
1569,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++orange
1570,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++orange
1571,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++person
1572,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++person
1573,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++remote
1574,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++remote
1575,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++remote
1576,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++remote
1577,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++remote
1578,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++remote
1579,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++remote
1580,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++remote
1581,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++remote
1582,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++remote
1583,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++sandwich
1584,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++sandwich
1585,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++sandwich
1586,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++sandwich
1587,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++sandwich
1588,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++sandwich
1589,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++sandwich
1590,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++sandwich
1591,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++sandwich
1592,test_seen_obj_seen_act,0.0,Chain of Thought 1,hold++sandwich
1593,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++scissors
1594,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++scissors
1595,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++scissors
1596,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++scissors
1597,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++scissors
1598,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++scissors
1599,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++scissors
1600,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++scissors
1601,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++scissors
1602,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++scissors
1603,test_unseen_obj_seen_act,1.0,Chain of Thought 1,hold++sheep
1604,test_unseen_obj_seen_act,0.0,Chain of Thought 1,hold++sheep
1605,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1606,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1607,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1608,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1609,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1610,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1611,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1612,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
1613,test_seen_obj_seen_act,1.0,Chain of Thought 1,hold++skateboard
